,label,magnitude,method,model,param_var,single_model_auc
2686,Fracture,2.0,NOFLIP/SCALING,DenseNet201,0.0005266205846963385,
2687,Support Devices,2.0,NOFLIP/SCALING,DenseNet201,0.0005266205846963385,0.8781994704324803
2688,No Finding,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.8935751748251748
2689,Enlarged Cardiomediastinum,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.6063819342169857
2690,Cardiomegaly,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.8106060606060606
2691,Lung Opacity,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.8648567119155355
2692,Lung Lesion,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.3383084577114428
2693,Edema,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.9275297619047619
2694,Consolidation,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.8795955882352942
2695,Pneumonia,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.6855670103092782
2696,Atelectasis,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.8017847769028872
2697,Pneumothorax,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.8043956043956043
2698,Pleural Effusion,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.9221014492753623
2699,Pleural Other,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.8557213930348259
2700,Fracture,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,
2701,Support Devices,2.0,NOFLIP/SCALING,VGG16,0.0005266205846963385,0.868196528390703
2702,No Finding,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.903409090909091
2703,Enlarged Cardiomediastinum,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.6573392243495337
2704,Cardiomegaly,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.8050356506238858
2705,Lung Opacity,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.877727501256913
2706,Lung Lesion,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.29850746268656714
2707,Edema,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.9260416666666667
2708,Consolidation,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.878125
2709,Pneumonia,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.661082474226804
2710,Atelectasis,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.812703412073491
2711,Pneumothorax,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.8175824175824176
2712,Pleural Effusion,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.9260643115942029
2713,Pleural Other,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.9651741293532339
2714,Fracture,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,
2715,Support Devices,2.0,NOFLIP/SCALING,VGG19,0.0005266205846963385,0.8816318525056389
2716,No Finding,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.8758741258741258
2717,Enlarged Cardiomediastinum,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.5644575355915562
2718,Cardiomegaly,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.8093805704099821
2719,Lung Opacity,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.8524886877828055
2720,Lung Lesion,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.9253731343283582
2721,Edema,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.8863095238095238
2722,Consolidation,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.8689338235294117
2723,Pneumonia,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.7777061855670102
2724,Atelectasis,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.851968503937008
2725,Pneumothorax,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.7743589743589743
2726,Pleural Effusion,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.9065896739130433
2727,Pleural Other,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.9552238805970149
2728,Fracture,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,
2729,Support Devices,2.0,NOFLIP/SCALING,Xception,0.0005266205846963385,0.8495635971364127
2730,No Finding,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.8940122377622378
2731,Enlarged Cardiomediastinum,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.5648502700049092
2732,Cardiomegaly,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.8062611408199644
2733,Lung Opacity,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.8721970839617899
2734,Lung Lesion,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.5621890547263682
2735,Edema,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.9239583333333333
2736,Consolidation,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.8555147058823529
2737,Pneumonia,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.7306701030927835
2738,Atelectasis,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.7995800524934383
2739,Pneumothorax,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.904029304029304
2740,Pleural Effusion,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.9224411231884059
2741,Pleural Other,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.9154228855721394
2742,Fracture,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,
2743,Support Devices,2.0,NOFLIP/SCALING,InceptionResNetV2,0.0005266205846963385,0.8511326860841424
2744,No Finding,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.8972902097902097
2745,Enlarged Cardiomediastinum,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.49288168875797744
2746,Cardiomegaly,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.8297682709447415
2747,Lung Opacity,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.8782302664655606
2748,Lung Lesion,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.6368159203980099
2749,Edema,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.8953869047619047
2750,Consolidation,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.8740808823529412
2751,Pneumonia,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.7416237113402062
2752,Atelectasis,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.8214173228346456
2753,Pneumothorax,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.8256410256410256
2754,Pleural Effusion,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.9103260869565217
2755,Pleural Other,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.9353233830845771
2756,Fracture,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,
2757,Support Devices,2.5,NOFLIP/SCALING,DenseNet121,0.0008228445993822832,0.8624105128959498
2758,No Finding,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.8955419580419581
2759,Enlarged Cardiomediastinum,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.5017182130584192
2760,Cardiomegaly,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.829656862745098
2761,Lung Opacity,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.8968325791855204
2762,Lung Lesion,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.2139303482587065
2763,Edema,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.8985119047619048
2764,Consolidation,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.8689338235294117
2765,Pneumonia,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.7139175257731959
2766,Atelectasis,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.8041994750656168
2767,Pneumothorax,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.8827838827838828
2768,Pleural Effusion,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.923913043478261
2769,Pleural Other,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.7462686567164178
2770,Fracture,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,
2771,Support Devices,2.5,NOFLIP/SCALING,DenseNet169,0.0008228445993822832,0.8738844758262233
2772,No Finding,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.8922639860139859
2773,Enlarged Cardiomediastinum,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.47363770250368187
2774,Cardiomegaly,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.8402406417112299
2775,Lung Opacity,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.8741075917546506
2776,Lung Lesion,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.48258706467661694
2777,Edema,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.9044642857142857
2778,Consolidation,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.8566176470588236
2779,Pneumonia,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.7493556701030928
2780,Atelectasis,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.7851968503937008
2781,Pneumothorax,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.8908424908424908
2782,Pleural Effusion,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.9265172101449276
2783,Pleural Other,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.9104477611940298
2784,Fracture,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,
2785,Support Devices,2.5,NOFLIP/SCALING,DenseNet201,0.0008228445993822832,0.8869275277042268
2786,No Finding,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.8953234265734266
2787,Enlarged Cardiomediastinum,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.6016691212567501
2788,Cardiomegaly,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.8167335115864527
2789,Lung Opacity,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.8654600301659126
2790,Lung Lesion,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.31343283582089554
2791,Edema,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.925297619047619
2792,Consolidation,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.8840073529411765
2793,Pneumonia,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.6488402061855669
2794,Atelectasis,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.7964304461942256
2795,Pneumothorax,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.7882783882783883
2796,Pleural Effusion,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.9259510869565217
2797,Pleural Other,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.7810945273631841
2798,Fracture,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,
2799,Support Devices,2.5,NOFLIP/SCALING,VGG16,0.0008228445993822832,0.8736883397077573
2800,No Finding,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.9069055944055944
2801,Enlarged Cardiomediastinum,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.6304369170348553
2802,Cardiomegaly,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.8098262032085561
2803,Lung Opacity,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.8811463046757164
2804,Lung Lesion,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.29850746268656714
2805,Edema,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.9273809523809524
2806,Consolidation,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.8834558823529411
2807,Pneumonia,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.6681701030927836
2808,Atelectasis,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.807244094488189
2809,Pneumothorax,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.821978021978022
2810,Pleural Effusion,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.9336503623188406
2811,Pleural Other,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.9552238805970149
2812,Fracture,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,
2813,Support Devices,2.5,NOFLIP/SCALING,VGG19,0.0008228445993822832,0.8702559576345985
2814,No Finding,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.892701048951049
2815,Enlarged Cardiomediastinum,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.5816396661757487
2816,Cardiomegaly,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.8044786096256684
2817,Lung Opacity,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.8501759678230266
2818,Lung Lesion,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.8258706467661692
2819,Edema,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.8924107142857143
2820,Consolidation,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.8735294117647059
2821,Pneumonia,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.7938144329896907
2822,Atelectasis,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.8365354330708662
2823,Pneumothorax,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.780952380952381
2824,Pleural Effusion,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.9038722826086957
2825,Pleural Other,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.9601990049751243
2826,Fracture,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,
2827,Support Devices,2.5,NOFLIP/SCALING,Xception,0.0008228445993822832,0.8274982838089634
2828,No Finding,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.888111888111888
2829,Enlarged Cardiomediastinum,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.557486499754541
2830,Cardiomegaly,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.8140597147950089
2831,Lung Opacity,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.8726998491704374
2832,Lung Lesion,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.37810945273631846
2833,Edema,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.934970238095238
2834,Consolidation,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.8615808823529412
2835,Pneumonia,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.7880154639175257
2836,Atelectasis,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.793490813648294
2837,Pneumothorax,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.8827838827838828
2838,Pleural Effusion,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.9122509057971014
2839,Pleural Other,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.9154228855721394
2840,Fracture,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,
2841,Support Devices,2.5,NOFLIP/SCALING,InceptionResNetV2,0.0008228445993822832,0.8615279003628518
2842,No Finding,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.8778409090909092
2843,Enlarged Cardiomediastinum,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.4836524300441827
2844,Cardiomegaly,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.8333333333333333
2845,Lung Opacity,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.8807440925087984
2846,Lung Lesion,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.3084577114427861
2847,Edema,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.9190476190476191
2848,Consolidation,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.8757352941176471
2849,Pneumonia,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.7422680412371134
2850,Atelectasis,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.8197375328083989
2851,Pneumothorax,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.7934065934065934
2852,Pleural Effusion,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.910552536231884
2853,Pleural Other,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.9104477611940298
2854,Fracture,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,
2855,Support Devices,5.0,NOFLIP/SCALING,DenseNet121,0.0032913783975291326,0.8691772089830342
2856,No Finding,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.8961975524475525
2857,Enlarged Cardiomediastinum,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.515365733922435
2858,Cardiomegaly,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.8297682709447416
2859,Lung Opacity,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.8749120160884867
2860,Lung Lesion,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.14427860696517414
2861,Edema,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.9120535714285714
2862,Consolidation,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.8637867647058823
2863,Pneumonia,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.6990979381443299
2864,Atelectasis,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.8024146981627297
2865,Pneumothorax,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.8761904761904762
2866,Pleural Effusion,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.9206295289855073
2867,Pleural Other,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.8208955223880597
2868,Fracture,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,
2869,Support Devices,5.0,NOFLIP/SCALING,DenseNet169,0.0032913783975291326,0.88261253309797
2870,No Finding,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.8874562937062938
2871,Enlarged Cardiomediastinum,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.4773686794305351
2872,Cardiomegaly,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.8405748663101604
2873,Lung Opacity,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.8702865761689291
2874,Lung Lesion,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.1990049751243781
2875,Edema,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.9083333333333333
2876,Consolidation,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.8505514705882353
2877,Pneumonia,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.7326030927835052
2878,Atelectasis,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.7958005249343831
2879,Pneumothorax,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.8842490842490842
2880,Pleural Effusion,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.9235733695652173
2881,Pleural Other,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.9203980099502488
2882,Fracture,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,
2883,Support Devices,5.0,NOFLIP/SCALING,DenseNet201,0.0032913783975291326,0.8960478572129058
2884,No Finding,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.8913898601398602
2885,Enlarged Cardiomediastinum,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.6090328915071184
2886,Cardiomegaly,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.8080436720142603
2887,Lung Opacity,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.864555052790347
2888,Lung Lesion,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.22885572139303478
2889,Edema,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.9313988095238095
2890,Consolidation,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.886764705882353
2891,Pneumonia,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.6527061855670103
2892,Atelectasis,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.7976902887139108
2893,Pneumothorax,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.8102564102564103
2894,Pleural Effusion,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.9240262681159421
2895,Pleural Other,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.7761194029850746
2896,Fracture,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,
2897,Support Devices,5.0,NOFLIP/SCALING,VGG16,0.0032913783975291326,0.8687849367461018
2898,No Finding,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.9117132867132867
2899,Enlarged Cardiomediastinum,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.6527245949926362
2900,Cardiomegaly,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.8116087344028521
2901,Lung Opacity,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.8791352438411262
2902,Lung Lesion,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.2587064676616916
2903,Edema,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.9279761904761904
2904,Consolidation,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.8840073529411765
2905,Pneumonia,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.6533505154639175
2906,Atelectasis,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.814488188976378
2907,Pneumothorax,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.8124542124542123
2908,Pleural Effusion,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.932518115942029
2909,Pleural Other,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.9601990049751243
2910,Fracture,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,
2911,Support Devices,5.0,NOFLIP/SCALING,VGG19,0.0032913783975291326,0.8597626752966558
2912,No Finding,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.8894230769230769
2913,Enlarged Cardiomediastinum,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.534413352970054
2914,Cardiomegaly,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.8051470588235294
2915,Lung Opacity,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.8322775263951735
2916,Lung Lesion,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.791044776119403
2917,Edema,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.9
2918,Consolidation,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.8621323529411765
2919,Pneumonia,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.8118556701030927
2920,Atelectasis,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.8326509186351706
2921,Pneumothorax,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.8476190476190476
2922,Pleural Effusion,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.899796195652174
2923,Pleural Other,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.9552238805970149
2924,Fracture,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,
2925,Support Devices,5.0,NOFLIP/SCALING,Xception,0.0032913783975291326,0.8357360007845445
2926,No Finding,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.8815559440559441
2927,Enlarged Cardiomediastinum,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.5521845851742759
2928,Cardiomegaly,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.8072638146167559
2929,Lung Opacity,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.8788335847159376
2930,Lung Lesion,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.39303482587064675
2931,Edema,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.9315476190476191
2932,Consolidation,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.864154411764706
2933,Pneumonia,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.6952319587628866
2934,Atelectasis,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.7990551181102362
2935,Pneumothorax,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.8857142857142857
2936,Pleural Effusion,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.9077219202898551
2937,Pleural Other,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.8955223880597015
2938,Fracture,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,
2939,Support Devices,5.0,NOFLIP/SCALING,InceptionResNetV2,0.0032913783975291326,0.8592723350004903
2940,No Finding,0.0,NO_TTA,DenseNet121,0.0,0.8994755244755244
2941,Enlarged Cardiomediastinum,0.0,NO_TTA,DenseNet121,0.0,0.5795778105056455
2942,Cardiomegaly,0.0,NO_TTA,DenseNet121,0.0,0.8379010695187166
2943,Lung Opacity,0.0,NO_TTA,DenseNet121,0.0,0.8985419808949221
2944,Lung Lesion,0.0,NO_TTA,DenseNet121,0.0,0.14925373134328357
2945,Edema,0.0,NO_TTA,DenseNet121,0.0,0.9142857142857143
2946,Consolidation,0.0,NO_TTA,DenseNet121,0.0,0.8738970588235295
2947,Pneumonia,0.0,NO_TTA,DenseNet121,0.0,0.6817010309278351
2948,Atelectasis,0.0,NO_TTA,DenseNet121,0.0,0.8174278215223097
2949,Pneumothorax,0.0,NO_TTA,DenseNet121,0.0,0.7787545787545787
2950,Pleural Effusion,0.0,NO_TTA,DenseNet121,0.0,0.9165534420289856
2951,Pleural Other,0.0,NO_TTA,DenseNet121,0.0,0.8308457711442786
2952,Fracture,0.0,NO_TTA,DenseNet121,0.0,
2953,Support Devices,0.0,NO_TTA,DenseNet121,0.0,0.8884966166519566
2954,No Finding,0.0,NO_TTA,DenseNet169,0.0,0.9042832167832168
2955,Enlarged Cardiomediastinum,0.0,NO_TTA,DenseNet169,0.0,0.5168384879725086
2956,Cardiomegaly,0.0,NO_TTA,DenseNet169,0.0,0.8364527629233511
2957,Lung Opacity,0.0,NO_TTA,DenseNet169,0.0,0.9138260432378079
2958,Lung Lesion,0.0,NO_TTA,DenseNet169,0.0,0.09452736318407962
2959,Edema,0.0,NO_TTA,DenseNet169,0.0,0.9322916666666666
2960,Consolidation,0.0,NO_TTA,DenseNet169,0.0,0.8648897058823529
2961,Pneumonia,0.0,NO_TTA,DenseNet169,0.0,0.705541237113402
2962,Atelectasis,0.0,NO_TTA,DenseNet169,0.0,0.7926509186351706
2963,Pneumothorax,0.0,NO_TTA,DenseNet169,0.0,0.8879120879120879
